Location,Year,Indicator,Value,Unit
WS,2015,SE_GC_TCAQ,100.0,PERCENT
WS,2017,SE_GC_TCAQ,100.0,PERCENT
WS,2018,SE_GC_TCAQ,100.0,PERCENT
PG,2016,SE_PRE_PARTN,71.1,PERCENT
PG,2018,SE_PRE_PARTN,66.47,PERCENT
FJ,2018,SPC_4_6_1,99.74,PERCENT
FM,2012,SE_TOT_PRFL,44.0,PERCENT
FM,2015,SE_TOT_PRFL,30.0,PERCENT
FM,2018,SE_TOT_PRFL,53.0,PERCENT
NU,2019,SE_ACS_H2O,100.0,PERCENT
NU,2020,SE_ACS_H2O,100.0,PERCENT
NU,2021,SE_ACS_H2O,100.0,PERCENT
NU,2022,SE_ACS_H2O,100.0,PERCENT
NU,2023,SE_ACS_H2O,100.0,PERCENT
NR,2007,SE_GC_TCAQ,82.1,INDEX
NR,2016,SE_GC_TCAQ,100.0,INDEX
FJ,2012,SE_GC_TCAQ,100.0,INDEX
NR,2014,SE_TOT_PRFL,52.4,PERCENT
SB,2011,SE_GPI_TCAQ,96.0,INDEX
SB,2012,SE_GPI_TCAQ,97.0,INDEX
SB,2013,SE_GPI_TCAQ,99.0,INDEX
SB,2014,SE_GPI_TCAQ,97.0,INDEX
SB,2016,SE_GPI_TCAQ,97.0,INDEX
SB,2017,SE_GPI_TCAQ,96.0,INDEX
SB,2018,SE_GPI_TCAQ,95.0,INDEX
SB,2019,SE_GPI_TCAQ,98.0,INDEX
WS,2012,SE_TOT_PRFL,59.0,PERCENT
WS,2015,SE_TOT_PRFL,80.0,PERCENT
WS,2018,SE_TOT_PRFL,71.0,PERCENT
TV,2016,SE_GC_TCAQ,93.0,INDEX
TK,2015,SE_TOT_PRFL,76.0,PERCENT
TK,2018,SE_TOT_PRFL,82.0,PERCENT
FM,2018,SE_GC_TCAQ,36.58,PERCENT
FM,2019,SE_GC_TCAQ,34.49,PERCENT
FM,2020,SE_GC_TCAQ,32.1,PERCENT
FM,2021,SE_GC_TCAQ,34.3,PERCENT
MH,2016,SE_TOT_GPI,123.0,INDEX
CK,2018,SE_ACC_HNDWSH,100.0,PERCENT
CK,2019,SE_ACC_HNDWSH,100.0,PERCENT
CK,2020,SE_ACC_HNDWSH,100.0,PERCENT
CK,2021,SE_ACC_HNDWSH,100.0,PERCENT
CK,2022,SE_ACC_HNDWSH,100.0,PERCENT
CK,2023,SE_ACC_HNDWSH,100.0,PERCENT
VU,2018,SPC_4_6_1,96.28,PERCENT
NU,2020,SE_GC_TCAQ,25.0,PERCENT
NU,2021,SE_GC_TCAQ,100.0,PERCENT
KI,2014,SE_ACS_H2O,71.0,PERCENT
PG,2016,SE_ACS_SANIT,28.0,PERCENT
NU,2018,SE_TOT_GPI,130.0,INDEX
NU,2015,SE_TOT_PRFL,71.0,PERCENT
NU,2018,SE_TOT_PRFL,64.0,PERCENT
MH,2021,SE_GC_TCAQ,51.37,PERCENT
MH,2022,SE_GC_TCAQ,52.49,PERCENT
TV,2017,SE_GPI_TCAQ,113.0,INDEX
TV,2020,SE_GPI_TCAQ,88.0,INDEX
NU,2017,SE_TOT_GPI,120.0,INDEX
NR,2007,SE_GC_TCAQ,76.8,INDEX
TO,2020,SE_ACS_DISAB,0.76,PERCENT
TO,2022,SE_ACS_DISAB,0.77,PERCENT
SB,2012,SE_TOT_PRFL,67.0,PERCENT
SB,2015,SE_TOT_PRFL,66.0,PERCENT
SB,2018,SE_TOT_PRFL,70.0,PERCENT
SB,2021,SE_TOT_PRFL,70.0,PERCENT
TK,2020,SE_GPI_TCAQ,56.0,INDEX
VU,2015,SE_ACS_CMPTR,59.2,PERCENT
FM,2016,SE_GC_TCAQ,79.0,PERCENT
NR,2019,SE_ACS_ELECT,100.0,PERCENT
TO,2015,SE_TOT_PRFL,80.0,PERCENT
TO,2018,SE_TOT_PRFL,89.0,PERCENT
VU,2018,SE_GC_TCAQ,76.59,PERCENT
VU,2019,SE_GC_TCAQ,25.28,PERCENT
VU,2021,SE_GC_TCAQ,100.0,PERCENT
VU,2022,SE_GC_TCAQ,100.0,PERCENT
PF,2020,SE_ACS_ELECT,100.0,PERCENT
PG,2012,SE_GC_TCAQ,100.0,INDEX
NU,2019,SE_GC_TCAQ,0.0,PERCENT
NU,2020,SE_GC_TCAQ,0.0,PERCENT
NU,2021,SE_GC_TCAQ,0.0,PERCENT
MH,2015,SE_PRE_PARTN,39.6,PERCENT
MH,2016,SE_PRE_PARTN,63.5,PERCENT
MH,2019,SE_PRE_PARTN,68.8,PERCENT
MH,2020,SE_PRE_PARTN,60.48,PERCENT
MH,2021,SE_PRE_PARTN,83.86,PERCENT
MH,2022,SE_PRE_PARTN,90.77,PERCENT
TV,2015,SE_TOT_PRFL,43.0,PERCENT
TV,2018,SE_TOT_PRFL,69.0,PERCENT
PG,2018,SE_TOT_GPI,121.0,INDEX
SB,2015,SE_TOT_PRFL,93.0,PERCENT
SB,2018,SE_TOT_PRFL,96.0,PERCENT
CK,2011,SE_GC_TCAQ,100.0,PERCENT
MH,2016,SE_GPI_PTNPRE,98.0,INDEX
MH,2017,SE_GPI_PTNPRE,96.0,INDEX
MH,2018,SE_GPI_PTNPRE,96.0,INDEX
MH,2020,SE_GPI_PTNPRE,95.0,INDEX
TO,2014,SE_GC_TCAQ,65.0,INDEX
KI,2018,SE_TOT_PRFL,35.4,PERCENT
MH,2019,SE_ACS_H2O,68.1,PERCENT
MH,2021,SE_ACS_H2O,69.6,PERCENT
MH,2022,SE_ACS_H2O,69.9,PERCENT
NR,2018,SE_TOT_PRFL,60.0,PERCENT
FM,2015,SE_TOT_PRFL,86.0,PERCENT
FM,2018,SE_TOT_PRFL,92.0,PERCENT
CK,2015,SE_TOT_PRFL,78.0,PERCENT
CK,2018,SE_TOT_PRFL,84.0,PERCENT
VU,2015,SE_GC_TCAQ,63.0,INDEX
PW,2015,SE_TOT_PRFL,99.0,PERCENT
PW,2018,SE_TOT_PRFL,100.0,PERCENT
PF,2020,SE_ACS_SANIT,100.0,PERCENT
NU,2019,SE_ACC_HNDWSH,100.0,PERCENT
NU,2020,SE_ACC_HNDWSH,100.0,PERCENT
NU,2021,SE_ACC_HNDWSH,100.0,PERCENT
NU,2022,SE_ACC_HNDWSH,100.0,PERCENT
NU,2023,SE_ACC_HNDWSH,100.0,PERCENT
MH,2019,SE_ACS_SANIT,64.9,PERCENT
SB,2015,SE_ACS_CMPTR,0.0,PERCENT
SB,2018,SE_ACS_CMPTR,0.0,PERCENT
SB,2019,SE_ACS_CMPTR,13.2,PERCENT
KI,2013,SE_TOT_PRFL,30.0,PERCENT
NR,2019,SE_ACS_DISAB,100.0,PERCENT
NR,2022,SE_ACS_DISAB,100.0,PERCENT
NC,2013,SE_TOT_GPI,100.0,INDEX
NR,2014,SE_TOT_PRFL,27.5,PERCENT
FJ,2018,SPC_4_6_1,99.09,PERCENT
VU,2011,SE_TOT_PRFL,44.1,PERCENT
VU,2012,SE_TOT_PRFL,43.3,PERCENT
FM,2015,SE_TOT_PRFL,43.0,PERCENT
FM,2018,SE_TOT_PRFL,66.0,PERCENT
NU,2015,SE_GC_TCAQ,100.0,INDEX
WS,2020,SE_GPI_TCAQ,117.0,INDEX
KI,2012,SE_TOT_PRFL,66.0,PERCENT
KI,2015,SE_TOT_PRFL,93.0,PERCENT
KI,2018,SE_TOT_PRFL,92.0,PERCENT
TK,2016,SE_GC_TCAQ,70.0,PERCENT
TK,2019,SE_GC_TCAQ,30.8,PERCENT
TK,2020,SE_GC_TCAQ,30.77,PERCENT
TK,2021,SE_GC_TCAQ,30.77,PERCENT
SB,2010,SE_GC_TCAQ,70.5,PERCENT
SB,2015,SE_GC_TCAQ,81.3,PERCENT
SB,2016,SE_GC_TCAQ,85.94,PERCENT
SB,2017,SE_GC_TCAQ,88.14,PERCENT
SB,2019,SE_GC_TCAQ,93.41,PERCENT
NR,2022,SE_GC_TCAQ,33.33,PERCENT
TO,2015,SE_TOT_PRFL,79.0,PERCENT
TO,2018,SE_TOT_PRFL,82.0,PERCENT
KI,2018,SE_TOT_GPI,126.0,INDEX
NR,2023,SE_TOT_ICTS,57.3,PERCENT
MH,2015,SE_PRE_PARTN,38.5,PERCENT
MH,2016,SE_PRE_PARTN,64.7,PERCENT
MH,2019,SE_PRE_PARTN,68.5,PERCENT
MH,2020,SE_PRE_PARTN,62.09,PERCENT
MH,2021,SE_PRE_PARTN,81.03,PERCENT
MH,2022,SE_PRE_PARTN,86.81,PERCENT
VU,2018,SPC_4_6_1,95.98,PERCENT
FM,2018,SE_GC_TCAQ,39.88,PERCENT
FM,2019,SE_GC_TCAQ,39.25,PERCENT
FM,2020,SE_GC_TCAQ,37.97,PERCENT
FM,2021,SE_GC_TCAQ,38.71,PERCENT
VU,2018,SE_GC_TCAQ,73.64,PERCENT
VU,2019,SE_GC_TCAQ,36.0,PERCENT
TV,2020,SE_ACS_DISAB,0.0,PERCENT
TV,2021,SE_ACS_DISAB,50.0,PERCENT
TV,2022,SE_ACS_DISAB,100.0,PERCENT
PW,2021,SE_GC_TCAQ,100.0,PERCENT
SB,2016,SE_ACS_SANIT,33.9,PERCENT
SB,2018,SE_ACS_SANIT,42.5,PERCENT
NU,2016,SE_ACS_H2O,100.0,PERCENT
FJ,2018,SE_TOT_PRFL,78.0,PERCENT
PG,2014,SE_TOT_PRFL,47.0,PERCENT
KI,2014,SE_GC_TCAQ,79.2,INDEX
KI,2016,SE_GC_TCAQ,100.0,INDEX
WS,2012,SE_TOT_PRFL,52.0,PERCENT
WS,2015,SE_TOT_PRFL,33.0,PERCENT
WS,2018,SE_TOT_PRFL,50.0,PERCENT
PW,2018,SE_TOT_GPI,106.0,INDEX
SB,2016,SE_GC_TCAQ,82.22,PERCENT
SB,2017,SE_GC_TCAQ,85.17,PERCENT
SB,2018,SE_GC_TCAQ,88.27,PERCENT
CK,2013,SE_PRE_PARTN,95.0,PERCENT
CK,2014,SE_PRE_PARTN,88.4,PERCENT
CK,2015,SE_PRE_PARTN,89.5,PERCENT
CK,2016,SE_PRE_PARTN,95.8,PERCENT
CK,2019,SE_PRE_PARTN,96.9,PERCENT
CK,2020,SE_PRE_PARTN,85.89,PERCENT
CK,2021,SE_PRE_PARTN,80.4,PERCENT
CK,2022,SE_PRE_PARTN,85.5,PERCENT
NC,2013,SPC_4_6_1,73.0,PERCENT
SB,2015,SE_TOT_PRFL,46.0,PERCENT
SB,2018,SE_TOT_PRFL,49.0,PERCENT
WS,2018,SE_TOT_GPI,159.0,INDEX
TK,2019,SE_ACS_H2O,100.0,PERCENT
CK,2018,SE_ACS_ELECT,100.0,PERCENT
CK,2020,SE_ACS_ELECT,100.0,PERCENT
CK,2021,SE_ACS_ELECT,100.0,PERCENT
CK,2022,SE_ACS_ELECT,100.0,PERCENT
WS,2019,SE_TOT_PRFL,19.0,PERCENT
PW,2016,SE_GC_TCAQ,20.0,INDEX
CK,2013,SE_PRE_PARTN,100.0,PERCENT
CK,2014,SE_PRE_PARTN,100.0,PERCENT
CK,2015,SE_PRE_PARTN,100.0,PERCENT
CK,2016,SE_PRE_PARTN,100.0,PERCENT
CK,2019,SE_PRE_PARTN,100.0,PERCENT
CK,2020,SE_PRE_PARTN,100.0,PERCENT
CK,2021,SE_PRE_PARTN,75.7,PERCENT
CK,2022,SE_PRE_PARTN,74.6,PERCENT
SB,2016,SE_ACS_CMPTR,15.2,PERCENT
SB,2018,SE_ACS_CMPTR,9.8,PERCENT
TV,2016,SE_GC_TCAQ,51.4,PERCENT
TV,2018,SE_GC_TCAQ,68.57,PERCENT
TV,2022,SE_GC_TCAQ,26.09,PERCENT
SB,2015,SE_TOT_PRFL,77.0,PERCENT
TO,2020,SE_GPI_PTNPRE,89.0,INDEX
KI,2013,SE_TOT_PRFL,16.0,PERCENT
KI,2020,SE_GC_TCAQ,85.27,PERCENT
KI,2020,SE_GC_TCAQ,92.44,PERCENT
WS,2017,SE_GC_TCAQ,88.0,INDEX
MH,2015,SE_TOT_PRFL,36.0,PERCENT
MH,2018,SE_TOT_PRFL,57.0,PERCENT
CK,2017,SE_TOT_GPI,98.0,INDEX
VU,2015,SE_ACS_SANIT,40.6,PERCENT
PG,2018,SE_TOT_PRFL,58.0,PERCENT
FM,2015,SE_GPI_PTNPRE,91.0,INDEX
FM,2016,SE_GPI_PTNPRE,88.0,INDEX
FM,2017,SE_GPI_PTNPRE,91.0,INDEX
FM,2018,SE_GPI_PTNPRE,91.0,INDEX
MH,2019,SE_ACS_CMPTR,92.6,PERCENT
MH,2020,SE_ACS_CMPTR,92.3,PERCENT
MH,2022,SE_ACS_CMPTR,26.1,PERCENT
TK,2012,SE_TOT_PRFL,47.0,PERCENT
TK,2015,SE_TOT_PRFL,51.0,PERCENT
TK,2018,SE_TOT_PRFL,67.0,PERCENT
TK,2021,SE_TOT_PRFL,83.0,PERCENT
TO,2020,SE_GC_TCAQ,52.72,PERCENT
TO,2021,SE_GC_TCAQ,57.4,PERCENT
TO,2022,SE_GC_TCAQ,62.0,PERCENT
PW,2021,SE_GC_TCAQ,0.0,PERCENT
TK,2018,SE_TOT_GPI,152.0,INDEX
FJ,2018,SE_TOT_GPI,116.0,INDEX
FM,2021,SE_ACC_HNDWSH,84.6,PERCENT
FM,2022,SE_ACC_HNDWSH,84.6,PERCENT
PG,2018,SE_TOT_GPI,101.0,INDEX
FM,2015,SE_TOT_PRFL,25.0,PERCENT
FJ,2012,SE_GPI_TCAQ,100.0,INDEX
TK,2020,SE_ACS_H2O,100.0,PERCENT
TK,2021,SE_ACS_H2O,100.0,PERCENT
VU,2015,SE_TOT_GPI,104.0,INDEX
CK,2015,SE_GC_TCAQ,83.87,PERCENT
WS,2017,SE_ACS_CMPTR,34.0,PERCENT
WS,2019,SE_ACS_CMPTR,15.3,PERCENT
WS,2020,SE_ACS_CMPTR,99.42,PERCENT
WS,2021,SE_ACS_CMPTR,45.1,PERCENT
WS,2022,SE_ACS_CMPTR,96.5,PERCENT
WS,2015,SE_TOT_PRFL,46.0,PERCENT
WS,2018,SE_TOT_PRFL,67.0,PERCENT
WS,2017,SE_ACS_ELECT,100.0,PERCENT
WS,2018,SE_ACS_ELECT,100.0,PERCENT
WS,2019,SE_ACS_ELECT,100.0,PERCENT
NU,2015,SE_TOT_PRFL,60.0,PERCENT
NU,2018,SE_TOT_PRFL,35.0,PERCENT
VU,2015,SE_PRE_PARTN,42.0,PERCENT
VU,2018,SE_PRE_PARTN,91.55,PERCENT
VU,2019,SE_PRE_PARTN,97.21,PERCENT
VU,2020,SE_PRE_PARTN,98.03,PERCENT
VU,2021,SE_PRE_PARTN,88.31,PERCENT
VU,2022,SE_PRE_PARTN,81.3,PERCENT
VU,2023,SE_PRE_PARTN,87.4,PERCENT
TV,2019,SE_TOT_PRFL,55.0,PERCENT
NU,2016,SE_ACS_SANIT,100.0,PERCENT
CK,2015,SE_TOT_PRFL,56.7,PERCENT
CK,2018,SE_TOT_PRFL,71.0,PERCENT
TV,2019,SE_ACC_HNDWSH,18.2,PERCENT
TV,2020,SE_ACC_HNDWSH,100.0,PERCENT
TV,2021,SE_ACC_HNDWSH,91.7,PERCENT
TV,2022,SE_ACC_HNDWSH,91.7,PERCENT
PF,2020,SE_ACS_DISAB,40.0,PERCENT
PW,2012,SE_TOT_PRFL,97.0,PERCENT
PW,2015,SE_TOT_PRFL,89.0,PERCENT
PW,2018,SE_TOT_PRFL,96.0,PERCENT
WS,2017,SE_ACS_H2O,100.0,PERCENT
WS,2018,SE_ACS_H2O,100.0,PERCENT
WS,2019,SE_ACS_H2O,100.0,PERCENT
NR,2016,SE_ACS_CMPTR,50.0,PERCENT
NR,2019,SE_ACS_CMPTR,100.0,PERCENT
VU,2012,SE_TOT_PRFL,59.0,PERCENT
VU,2015,SE_TOT_PRFL,75.0,PERCENT
VU,2018,SE_TOT_PRFL,84.0,PERCENT
VU,2021,SE_TOT_PRFL,73.0,PERCENT
FM,2017,SE_TOT_GPI,92.0,INDEX
MH,2002,SE_GPI_TCAQ,100.0,INDEX
CK,2012,SE_GPI_TCAQ,118.0,INDEX
CK,2014,SE_GPI_TCAQ,107.0,INDEX
CK,2015,SE_GPI_TCAQ,109.0,INDEX
CK,2016,SE_GPI_TCAQ,97.0,INDEX
CK,2019,SE_GPI_TCAQ,100.0,INDEX
CK,2020,SE_GPI_TCAQ,99.0,INDEX
SB,2016,SE_ACS_ELECT,49.9,PERCENT
SB,2017,SE_ACS_ELECT,50.5,PERCENT
SB,2018,SE_ACS_ELECT,50.5,PERCENT
SB,2019,SE_ACS_ELECT,56.1,PERCENT
SB,2015,SE_ACS_INTNT,13.0,PERCENT
SB,2016,SE_ACS_INTNT,13.3,PERCENT
SB,2018,SE_ACS_INTNT,10.3,PERCENT
KI,2020,SE_GPI_PTNPRE,105.0,INDEX
FM,2018,SE_GC_TCAQ,39.66,PERCENT
FM,2019,SE_GC_TCAQ,36.33,PERCENT
FM,2020,SE_GC_TCAQ,35.97,PERCENT
FM,2021,SE_GC_TCAQ,27.55,PERCENT
FJ,2021,SE_ACC_HNDWSH,90.8,PERCENT
FJ,2022,SE_ACC_HNDWSH,81.0,PERCENT
WS,2019,SE_TOT_PRFL,40.0,PERCENT
SB,2010,SE_GC_TCAQ,59.2,PERCENT
SB,2011,SE_GC_TCAQ,54.3,PERCENT
SB,2012,SE_GC_TCAQ,54.7,PERCENT
SB,2013,SE_GC_TCAQ,64.2,PERCENT
SB,2014,SE_GC_TCAQ,66.5,PERCENT
SB,2015,SE_GC_TCAQ,60.9,PERCENT
SB,2016,SE_GC_TCAQ,66.35,PERCENT
SB,2017,SE_GC_TCAQ,75.57,PERCENT
SB,2018,SE_GC_TCAQ,77.7,PERCENT
SB,2019,SE_GC_TCAQ,83.22,PERCENT
MH,2019,SE_ACC_HNDWSH,62.8,PERCENT
MH,2020,SE_ACC_HNDWSH,62.77,PERCENT
MH,2021,SE_ACC_HNDWSH,71.7,PERCENT
MH,2022,SE_ACC_HNDWSH,71.7,PERCENT
NR,2007,SE_GC_TCAQ,50.0,INDEX
CK,2016,SE_ACC_HNDWSH,100.0,PERCENT
FJ,2021,SE_ACS_ELECT,96.4,PERCENT
FJ,2022,SE_ACS_ELECT,89.2,PERCENT
TK,2018,SE_TOT_GPI,142.0,INDEX
TK,2019,SE_ACS_SANIT,100.0,PERCENT
FJ,2018,SE_TOT_PRFL,92.0,PERCENT
FJ,2021,SE_TOT_PRFL,79.0,PERCENT
TO,2015,SE_TOT_PRFL,63.0,PERCENT
TO,2018,SE_TOT_PRFL,72.0,PERCENT
PG,2015,SE_TOT_PRFL,51.0,PERCENT
PG,2018,SE_TOT_PRFL,84.0,PERCENT
PG,2021,SE_TOT_PRFL,77.0,PERCENT
TK,2015,SE_TOT_PRFL,45.0,PERCENT
TK,2018,SE_TOT_PRFL,58.0,PERCENT
MH,2016,SE_ACS_INTNT,25.5,PERCENT
SB,2016,SE_ACS_ELECT,67.0,PERCENT
SB,2017,SE_ACS_ELECT,79.0,PERCENT
SB,2018,SE_ACS_ELECT,79.0,PERCENT
WS,2012,SE_TOT_PRFL,22.0,PERCENT
WS,2015,SE_TOT_PRFL,28.0,PERCENT
WS,2018,SE_TOT_PRFL,61.0,PERCENT
WS,2021,SE_TOT_PRFL,48.0,PERCENT
TK,2019,SE_GC_TCAQ,21.43,PERCENT
TK,2020,SE_GC_TCAQ,39.29,PERCENT
TK,2021,SE_GC_TCAQ,21.43,PERCENT
NR,2018,SE_TOT_PRFL,57.0,PERCENT
NR,2021,SE_TOT_PRFL,62.0,PERCENT
TO,2012,SE_GC_TCAQ,100.0,PERCENT
WS,2015,SE_TOT_PRFL,24.0,PERCENT
KI,2020,SE_GC_TCAQ,85.85,PERCENT
CK,2019,SE_ACS_INTNT,100.0,PERCENT
FJ,2020,SE_GC_TCAQ,88.24,PERCENT
FJ,2021,SE_GC_TCAQ,86.67,PERCENT
FJ,2022,SE_GC_TCAQ,86.67,PERCENT
CK,2018,SE_TOT_GPI,126.0,INDEX
PW,2016,SE_GC_TCAQ,65.0,INDEX
VU,2023,SE_TOT_ICTS,17.5,PERCENT
TV,2015,SE_TOT_PRFL,33.0,PERCENT
TV,2018,SE_TOT_PRFL,40.0,PERCENT
NC,2018,SE_ACS_ELECT,100.0,PERCENT
VU,2015,SE_GPI_TCAQ,96.0,INDEX
TV,2018,SE_TOT_GPI,246.0,INDEX
VU,2019,SE_GPI_PTNPRE,106.0,INDEX
VU,2020,SE_GPI_PTNPRE,104.0,INDEX
TK,2015,SE_TOT_PRFL,48.0,PERCENT
TK,2018,SE_TOT_PRFL,54.0,PERCENT
MH,2020,SE_GC_TCAQ,66.94,PERCENT
MH,2021,SE_GC_TCAQ,85.51,PERCENT
MH,2022,SE_GC_TCAQ,80.23,PERCENT
PW,2015,SE_TOT_PRFL,100.0,PERCENT
VU,2018,SPC_4_6_1,87.51,PERCENT
TK,2016,SE_PRE_PARTN,100.0,PERCENT
TK,2019,SE_PRE_PARTN,88.24,PERCENT
TK,2020,SE_PRE_PARTN,93.75,PERCENT
TK,2021,SE_PRE_PARTN,94.12,PERCENT
MH,2015,SE_TOT_PRFL,78.0,PERCENT
MH,2018,SE_TOT_PRFL,82.0,PERCENT
TV,2016,SE_GC_TCAQ,34.6,PERCENT
TV,2018,SE_GC_TCAQ,62.0,PERCENT
TV,2022,SE_GC_TCAQ,28.12,PERCENT
PW,2018,SE_TOT_GPI,100.0,INDEX
NR,2014,SE_TOT_PRFL,38.2,PERCENT
KI,2020,SE_GC_TCAQ,86.84,PERCENT
NR,2014,SE_TOT_GPI,113.0,INDEX
TK,2020,SE_ACS_DISAB,0.0,PERCENT
TK,2021,SE_ACS_DISAB,100.0,PERCENT
VU,2011,SE_TOT_PRFL,18.9,PERCENT
VU,2012,SE_TOT_PRFL,30.4,PERCENT
SB,2015,SE_ACS_CMPTR,14.0,PERCENT
PW,2015,SE_TOT_PRFL,96.0,PERCENT
PW,2018,SE_TOT_PRFL,99.0,PERCENT
TV,2018,SE_TOT_GPI,167.0,INDEX
PG,2016,SE_PRE_PARTN,71.4,PERCENT
PG,2018,SE_PRE_PARTN,66.26,PERCENT
PW,2016,SE_GC_TCAQ,59.26,INDEX
TV,2019,SE_ACS_SANIT,36.8,PERCENT
NC,2013,SE_TOT_GPI,106.0,INDEX
CK,2011,SE_GC_TCAQ,69.69697,PERCENT
CK,2012,SE_GC_TCAQ,82.14286,PERCENT
CK,2013,SE_GC_TCAQ,75.75758,PERCENT
CK,2014,SE_GC_TCAQ,69.69697,PERCENT
CK,2016,SE_GC_TCAQ,78.125,PERCENT
CK,2019,SE_GC_TCAQ,100.0,PERCENT
CK,2020,SE_GC_TCAQ,95.45,PERCENT
NR,2023,SE_TOT_PRFL,38.9,PERCENT
PG,2016,SE_GPI_TCAQ,82.0,INDEX
WS,2018,SPC_4_6_1,99.25,PERCENT
WS,2017,SE_ACC_HNDWSH,100.0,PERCENT
WS,2018,SE_ACC_HNDWSH,100.0,PERCENT
WS,2019,SE_ACC_HNDWSH,100.0,PERCENT
WS,2020,SE_ACC_HNDWSH,99.42,PERCENT
WS,2021,SE_ACC_HNDWSH,74.0,PERCENT
WS,2022,SE_ACC_HNDWSH,71.0,PERCENT
PG,2018,SE_TOT_GPI,129.0,INDEX
SB,2016,SE_GPI_TCAQ,107.0,INDEX
SB,2017,SE_GPI_TCAQ,103.0,INDEX
SB,2019,SE_GPI_TCAQ,99.0,INDEX
NU,2016,SE_ACS_INTNT,100.0,PERCENT
TO,2020,SE_PRE_PARTN,100.0,PERCENT
TO,2022,SE_PRE_PARTN,83.11,PERCENT
KI,2018,SE_TOT_GPI,107.0,INDEX
CK,2016,SE_ACS_ELECT,100.0,PERCENT
PG,2016,SE_GPI_TCAQ,91.0,INDEX
MH,2019,SE_ACS_CMPTR,94.1,PERCENT
SB,2015,SE_TOT_PRFL,55.0,PERCENT
SB,2018,SE_TOT_PRFL,60.0,PERCENT
CK,2012,SE_TOT_PRFL,79.0,PERCENT
CK,2015,SE_TOT_PRFL,68.0,PERCENT
CK,2018,SE_TOT_PRFL,78.0,PERCENT
CK,2021,SE_TOT_PRFL,82.0,PERCENT
KI,2016,SE_TOT_GPI,103.0,INDEX
CK,2016,SE_GC_TCAQ,95.83333,PERCENT
CK,2020,SE_GC_TCAQ,98.1,PERCENT
CK,2021,SE_GC_TCAQ,97.17,PERCENT
CK,2022,SE_GC_TCAQ,100.0,PERCENT
PG,2014,SE_TOT_PRFL,48.0,PERCENT
TK,2019,SE_GC_TCAQ,50.0,PERCENT
