Location,Year,Indicator,Value,Unit
TK,2020,SE_GC_TCAQ,0.0,PERCENT
TK,2021,SE_GC_TCAQ,0.0,PERCENT
MH,2020,SE_GC_TCAQ,54.77,PERCENT
MH,2022,SE_GC_TCAQ,72.66,PERCENT
SB,2015,SE_TOT_PRFL,86.0,PERCENT
MH,2021,SE_ACS_DISAB,40.2,PERCENT
MH,2022,SE_ACS_DISAB,40.2,PERCENT
KI,2016,SE_GC_TCAQ,91.5,INDEX
KI,2020,SE_ACS_H2O,67.01,PERCENT
TO,2015,SE_TOT_PRFL,26.0,PERCENT
TO,2018,SE_TOT_PRFL,36.0,PERCENT
WS,2019,SE_ACS_DISAB,15.3,PERCENT
WS,2020,SE_ACS_DISAB,45.09,PERCENT
WS,2022,SE_ACS_DISAB,60.1,PERCENT
FM,2018,SE_GC_TCAQ,30.31,PERCENT
FM,2019,SE_GC_TCAQ,28.6,PERCENT
FM,2020,SE_GC_TCAQ,25.17,PERCENT
FM,2021,SE_GC_TCAQ,30.35,PERCENT
FM,2021,SE_ACS_H2O,86.7,PERCENT
FM,2022,SE_ACS_H2O,86.7,PERCENT
KI,2020,SE_GC_TCAQ,90.09,PERCENT
VU,2019,SE_PRE_PARTN,100.0,PERCENT
VU,2020,SE_PRE_PARTN,100.0,PERCENT
VU,2021,SE_PRE_PARTN,90.72,PERCENT
VU,2022,SE_PRE_PARTN,82.29,PERCENT
SB,2011,SE_GPI_TCAQ,101.0,INDEX
SB,2013,SE_GPI_TCAQ,105.0,INDEX
SB,2017,SE_GPI_TCAQ,104.0,INDEX
SB,2018,SE_GPI_TCAQ,101.0,INDEX
KI,2020,SE_GPI_TCAQ,98.0,INDEX
CK,2019,SE_ACS_SANIT,100.0,PERCENT
TV,2019,SE_TOT_PRFL,46.0,PERCENT
TV,2016,SE_TOT_PRFL,50.0,PERCENT
WS,2020,SE_ACS_ELECT,99.42,PERCENT
WS,2021,SE_ACS_ELECT,100.0,PERCENT
WS,2022,SE_ACS_ELECT,100.0,PERCENT
NU,2012,SE_TOT_PRFL,82.0,PERCENT
NU,2015,SE_TOT_PRFL,69.0,PERCENT
NU,2018,SE_TOT_PRFL,62.0,PERCENT
NU,2021,SE_TOT_PRFL,90.0,PERCENT
NR,2020,SE_ACS_ELECT,100.0,PERCENT
NR,2022,SE_ACS_ELECT,100.0,PERCENT
VU,2015,SE_GPI_TCAQ,105.0,INDEX
CK,2016,SE_ACS_DISAB,0.0,PERCENT
CK,2019,SE_ACS_DISAB,100.0,PERCENT
CK,2020,SE_ACS_DISAB,100.0,PERCENT
CK,2021,SE_ACS_DISAB,100.0,PERCENT
CK,2022,SE_ACS_DISAB,100.0,PERCENT
MH,2012,SE_TOT_PRFL,69.0,PERCENT
MH,2015,SE_TOT_PRFL,79.0,PERCENT
MH,2018,SE_TOT_PRFL,85.0,PERCENT
PG,2016,SE_GPI_TCAQ,58.0,INDEX
PW,2020,SE_ACC_HNDWSH,84.21,PERCENT
PW,2021,SE_ACC_HNDWSH,100.0,PERCENT
CK,2016,SE_ACS_INTNT,100.0,PERCENT
MH,2016,SE_ACS_H2O,3.2,PERCENT
TO,2013,SE_GC_TCAQ,99.6,PERCENT
TO,2014,SE_GC_TCAQ,96.8,PERCENT
TO,2015,SE_GC_TCAQ,91.5,PERCENT
TO,2018,SE_GC_TCAQ,94.42,PERCENT
TO,2019,SE_GC_TCAQ,92.36,PERCENT
TO,2020,SE_GC_TCAQ,93.44,PERCENT
TO,2021,SE_GC_TCAQ,97.16,PERCENT
TO,2022,SE_GC_TCAQ,96.67,PERCENT
NU,2016,SE_GC_TCAQ,92.3,PERCENT
SB,2015,SE_GPI_TCAQ,93.0,INDEX
SB,2010,SE_GC_TCAQ,56.5,PERCENT
SB,2011,SE_GC_TCAQ,52.7,PERCENT
SB,2012,SE_GC_TCAQ,53.9,PERCENT
SB,2013,SE_GC_TCAQ,62.4,PERCENT
SB,2014,SE_GC_TCAQ,62.5,PERCENT
SB,2015,SE_GC_TCAQ,56.7,PERCENT
SB,2016,SE_GC_TCAQ,64.35,PERCENT
SB,2017,SE_GC_TCAQ,72.27,PERCENT
SB,2018,SE_GC_TCAQ,74.02,PERCENT
SB,2019,SE_GC_TCAQ,81.4,PERCENT
FM,2017,SE_TOT_GPI,105.0,INDEX
TO,2018,SPC_4_6_1,99.44,PERCENT
TO,2020,SE_ACS_H2O,98.18,PERCENT
TO,2021,SE_ACS_H2O,97.6,PERCENT
TO,2022,SE_ACS_H2O,97.6,PERCENT
VU,2018,SE_TOT_GPI,109.0,INDEX
PG,2016,SE_TOT_GPI,71.0,INDEX
NU,2019,SE_ACS_ELECT,100.0,PERCENT
NU,2020,SE_ACS_ELECT,100.0,PERCENT
NU,2021,SE_ACS_ELECT,100.0,PERCENT
NU,2022,SE_ACS_ELECT,100.0,PERCENT
NU,2023,SE_ACS_ELECT,100.0,PERCENT
VU,2015,SE_TOT_PRFL,87.0,PERCENT
VU,2018,SE_TOT_PRFL,76.0,PERCENT
TV,2020,SE_GC_TCAQ,0.0,PERCENT
TV,2019,SE_TOT_PRFL,54.0,PERCENT
KI,2018,SE_TOT_PRFL,21.6,PERCENT
TK,2019,SE_GC_TCAQ,83.33,PERCENT
TK,2020,SE_GC_TCAQ,83.33,PERCENT
TK,2021,SE_GC_TCAQ,83.33,PERCENT
WS,2010,SE_PRE_PARTN,22.8,PERCENT
WS,2011,SE_PRE_PARTN,27.1,PERCENT
WS,2012,SE_PRE_PARTN,23.8,PERCENT
WS,2014,SE_PRE_PARTN,30.3,PERCENT
WS,2015,SE_PRE_PARTN,30.1,PERCENT
WS,2016,SE_PRE_PARTN,27.5,PERCENT
WS,2017,SE_PRE_PARTN,31.4,PERCENT
WS,2018,SE_PRE_PARTN,34.3,PERCENT
WS,2019,SE_PRE_PARTN,52.0,PERCENT
WS,2021,SE_PRE_PARTN,29.86,PERCENT
WS,2022,SE_PRE_PARTN,29.1,PERCENT
KI,2020,SE_ACS_ELECT,42.27,PERCENT
WS,2015,SE_TOT_PRFL,78.0,PERCENT
WS,2018,SE_TOT_PRFL,65.0,PERCENT
TV,2015,SE_TOT_PRFL,13.0,PERCENT
TV,2018,SE_TOT_PRFL,24.0,PERCENT
NR,2014,SE_TOT_PRFL,51.5,PERCENT
PW,2016,SE_GC_TCAQ,33.7,INDEX
KI,2018,SE_PRE_PARTN,95.2,PERCENT
KI,2020,SE_PRE_PARTN,95.57,PERCENT
PW,2015,SE_TOT_PRFL,84.0,PERCENT
PW,2018,SE_TOT_PRFL,92.0,PERCENT
PW,2014,SE_GC_TCAQ,100.0,INDEX
FJ,2018,SE_TOT_GPI,110.0,INDEX
WS,2019,SE_PRE_PARTN,48.0,PERCENT
TO,2014,SE_ACS_SANIT,67.0,PERCENT
KI,2020,SE_ACS_CMPTR,19.59,PERCENT
CK,2015,SE_TOT_PRFL,75.0,PERCENT
CK,2018,SE_TOT_PRFL,66.0,PERCENT
CK,2011,SE_GC_TCAQ,96.5812,PERCENT
CK,2012,SE_GC_TCAQ,95.27559,PERCENT
CK,2013,SE_GC_TCAQ,97.16981,PERCENT
CK,2014,SE_GC_TCAQ,89.18919,PERCENT
CK,2016,SE_GC_TCAQ,95.3271,PERCENT
CK,2018,SE_GC_TCAQ,98.36,PERCENT
CK,2020,SE_GC_TCAQ,98.26,PERCENT
CK,2021,SE_GC_TCAQ,97.39,PERCENT
MH,2018,SE_TOT_GPI,104.0,INDEX
VU,2019,SE_GC_TCAQ,59.97,PERCENT
WS,2017,SE_ACS_CMPTR,1.4,PERCENT
SB,2018,SE_TOT_GPI,100.0,INDEX
CK,2015,SE_GPI_TCAQ,95.0,INDEX
CK,2016,SE_GPI_TCAQ,90.0,INDEX
CK,2017,SE_GPI_TCAQ,105.0,INDEX
CK,2018,SE_GPI_TCAQ,105.0,INDEX
CK,2020,SE_GPI_TCAQ,98.0,INDEX
MH,2015,SE_TOT_PRFL,66.0,PERCENT
MH,2018,SE_TOT_PRFL,79.0,PERCENT
TO,2020,SE_ACS_ELECT,83.21,PERCENT
TO,2021,SE_ACS_ELECT,91.6,PERCENT
TO,2022,SE_ACS_ELECT,92.3,PERCENT
TK,2015,SE_TOT_PRFL,58.0,PERCENT
TO,2015,SE_GPI_TCAQ,99.0,INDEX
TK,2019,SE_GC_TCAQ,14.29,PERCENT
TK,2020,SE_GC_TCAQ,14.29,PERCENT
TK,2021,SE_GC_TCAQ,14.29,PERCENT
KI,2014,SE_GPI_TCAQ,104.0,INDEX
SB,2012,SE_TOT_PRFL,82.0,PERCENT
SB,2021,SE_TOT_PRFL,94.0,PERCENT
NU,2016,SE_ACS_DISAB,100.0,PERCENT
NU,2019,SE_ACS_DISAB,100.0,PERCENT
NU,2020,SE_ACS_DISAB,100.0,PERCENT
NU,2021,SE_ACS_DISAB,100.0,PERCENT
NU,2022,SE_ACS_DISAB,100.0,PERCENT
TV,2019,SE_PRE_PARTN,75.0,PERCENT
SB,2015,SE_GC_TCAQ,60.8,INDEX
TV,2015,SE_PRE_PARTN,98.3,PERCENT
TV,2016,SE_PRE_PARTN,87.0,PERCENT
TV,2018,SE_PRE_PARTN,88.0,PERCENT
TV,2019,SE_PRE_PARTN,93.4,PERCENT
NR,2012,SE_PRE_PARTN,88.1,PERCENT
NR,2014,SE_PRE_PARTN,71.2,PERCENT
NR,2016,SE_PRE_PARTN,74.8,PERCENT
NR,2019,SE_PRE_PARTN,94.5,PERCENT
NR,2020,SE_PRE_PARTN,75.57,PERCENT
NR,2023,SE_PRE_PARTN,78.0,PERCENT
CK,2014,SE_GC_TCAQ,92.9,PERCENT
KI,2018,SE_TOT_PRFL,30.5,PERCENT
VU,2018,SPC_4_6_1,86.71,PERCENT
TV,2018,SE_GC_TCAQ,91.25,PERCENT
TV,2019,SE_GC_TCAQ,100.0,PERCENT
TV,2020,SE_GC_TCAQ,96.3,PERCENT
TV,2021,SE_GC_TCAQ,100.0,PERCENT
TV,2022,SE_GC_TCAQ,75.36,PERCENT
SB,2011,SE_GC_TCAQ,61.3,PERCENT
SB,2012,SE_GC_TCAQ,40.0,PERCENT
SB,2013,SE_GC_TCAQ,51.2,PERCENT
SB,2018,SE_GC_TCAQ,24.9,PERCENT
WS,2019,SE_TOT_PRFL,52.0,PERCENT
SB,2015,SE_TOT_PRFL,71.0,PERCENT
SB,2018,SE_TOT_PRFL,73.0,PERCENT
KI,2012,SE_TOT_PRFL,40.0,PERCENT
KI,2015,SE_TOT_PRFL,56.0,PERCENT
KI,2018,SE_TOT_PRFL,53.0,PERCENT
KI,2021,SE_TOT_PRFL,26.0,PERCENT
PG,2018,SE_TOT_PRFL,86.0,PERCENT
WS,2017,SE_ACS_SANIT,100.0,PERCENT
WS,2018,SE_ACS_SANIT,100.0,PERCENT
WS,2019,SE_ACS_SANIT,100.0,PERCENT
TK,2012,SE_TOT_PRFL,50.0,PERCENT
TK,2015,SE_TOT_PRFL,22.0,PERCENT
TK,2018,SE_TOT_PRFL,39.0,PERCENT
FM,2015,SE_TOT_PRFL,39.0,PERCENT
TK,2019,SE_ACS_ELECT,100.0,PERCENT
TK,2020,SE_ACS_ELECT,100.0,PERCENT
TK,2021,SE_ACS_ELECT,100.0,PERCENT
NR,2019,SE_ACC_HNDWSH,75.0,PERCENT
NR,2022,SE_ACC_HNDWSH,100.0,PERCENT
VU,2015,SE_GC_TCAQ,22.0,PERCENT
TV,2019,SE_ACS_CMPTR,36.8,PERCENT
TV,2020,SE_ACS_CMPTR,80.0,PERCENT
TV,2021,SE_ACS_CMPTR,100.0,PERCENT
CK,2011,SE_GC_TCAQ,88.46154,PERCENT
CK,2013,SE_GC_TCAQ,90.625,PERCENT
CK,2014,SE_GC_TCAQ,93.54839,PERCENT
CK,2015,SE_GC_TCAQ,98.3871,PERCENT
CK,2018,SE_GC_TCAQ,99.13,PERCENT
CK,2020,SE_GC_TCAQ,99.18,PERCENT
CK,2021,SE_GC_TCAQ,98.17,PERCENT
TV,2018,SE_GC_TCAQ,66.67,PERCENT
TV,2019,SE_GC_TCAQ,64.86,PERCENT
TV,2020,SE_GC_TCAQ,66.67,PERCENT
TV,2021,SE_GC_TCAQ,41.94,PERCENT
TV,2022,SE_GC_TCAQ,22.35,PERCENT
WS,2015,SE_TOT_PRFL,30.0,PERCENT
WS,2018,SE_TOT_PRFL,39.0,PERCENT
MH,2021,SE_ACS_DISAB,50.0,PERCENT
MH,2022,SE_ACS_DISAB,50.0,PERCENT
NU,2012,SE_TOT_PRFL,71.0,PERCENT
NU,2018,SE_TOT_PRFL,67.0,PERCENT
NU,2021,SE_TOT_PRFL,93.0,PERCENT
CK,2011,SE_GC_TCAQ,94.6,PERCENT
CK,2013,SE_GC_TCAQ,93.2,PERCENT
CK,2014,SE_GC_TCAQ,97.1,PERCENT
CK,2015,SE_GC_TCAQ,97.1,PERCENT
CK,2020,SE_GC_TCAQ,98.75,PERCENT
CK,2021,SE_GC_TCAQ,97.3,PERCENT
PW,2014,SE_PRE_PARTN,100.0,PERCENT
PW,2020,SE_PRE_PARTN,79.99,PERCENT
TV,2016,SE_GPI_TCAQ,87.0,INDEX
TV,2020,SE_ACS_DISAB,10.0,PERCENT
TV,2021,SE_ACS_DISAB,80.0,PERCENT
TV,2022,SE_ACS_DISAB,80.0,PERCENT
MH,2012,SE_TOT_PRFL,31.0,PERCENT
MH,2015,SE_TOT_PRFL,31.0,PERCENT
MH,2018,SE_TOT_PRFL,53.0,PERCENT
NC,2009,SPC_4_6_1,99.5,PERCENT
NC,2013,SPC_4_6_1,88.0,PERCENT
SB,2011,SE_GC_TCAQ,59.9,PERCENT
SB,2012,SE_GC_TCAQ,40.8,PERCENT
SB,2013,SE_GC_TCAQ,51.4,PERCENT
SB,2018,SE_GC_TCAQ,23.0,PERCENT
SB,2012,SE_TOT_PRFL,92.0,PERCENT
SB,2015,SE_TOT_PRFL,97.0,PERCENT
SB,2018,SE_TOT_PRFL,97.0,PERCENT
MH,2015,SE_PRE_PARTN,40.8,PERCENT
MH,2016,SE_PRE_PARTN,62.2,PERCENT
MH,2019,SE_PRE_PARTN,69.2,PERCENT
MH,2020,SE_PRE_PARTN,58.8,PERCENT
MH,2021,SE_PRE_PARTN,86.89,PERCENT
MH,2022,SE_PRE_PARTN,95.0,PERCENT
TV,2016,SE_GPI_PTNPRE,106.0,INDEX
TV,2017,SE_GPI_PTNPRE,102.0,INDEX
TV,2018,SE_GPI_PTNPRE,102.0,INDEX
TK,2018,SE_TOT_GPI,200.0,INDEX
MH,2015,SE_TOT_PRFL,57.0,PERCENT
MH,2018,SE_TOT_PRFL,76.0,PERCENT
NR,2023,SE_TOT_ICTS,55.2,PERCENT
NR,2014,SE_TOT_GPI,112.0,INDEX
PW,2014,SE_PRE_PARTN,80.4,PERCENT
PW,2020,SE_PRE_PARTN,100.0,PERCENT
NU,2019,SE_ACS_CMPTR,100.0,PERCENT
TV,2016,SE_TOT_GPI,103.0,INDEX
TO,2015,SE_TOT_PRFL,35.0,PERCENT
TO,2018,SE_TOT_PRFL,47.0,PERCENT
TO,2021,SE_TOT_PRFL,30.0,PERCENT
NR,2019,SE_ACC_HNDWSH,100.0,PERCENT
WS,2018,SE_TOT_GPI,120.0,INDEX
WS,2010,SE_PRE_PARTN,28.5,PERCENT
WS,2011,SE_PRE_PARTN,29.7,PERCENT
WS,2012,SE_PRE_PARTN,25.4,PERCENT
WS,2014,SE_PRE_PARTN,25.6,PERCENT
WS,2015,SE_PRE_PARTN,31.0,PERCENT
WS,2016,SE_PRE_PARTN,29.8,PERCENT
WS,2017,SE_PRE_PARTN,35.1,PERCENT
WS,2018,SE_PRE_PARTN,41.9,PERCENT
WS,2019,SE_PRE_PARTN,58.0,PERCENT
WS,2021,SE_PRE_PARTN,32.69,PERCENT
WS,2022,SE_PRE_PARTN,33.79,PERCENT
VU,2012,SE_TOT_PRFL,71.0,PERCENT
VU,2015,SE_TOT_PRFL,89.0,PERCENT
VU,2018,SE_TOT_PRFL,79.0,PERCENT
NU,2018,SE_TOT_GPI,251.0,INDEX
KI,2018,SE_TOT_PRFL,24.3,PERCENT
TK,2019,SE_ACC_HNDWSH,100.0,PERCENT
FJ,2018,SE_TOT_GPI,137.0,INDEX
CK,2013,SE_PRE_PARTN,97.4,PERCENT
CK,2014,SE_PRE_PARTN,94.1,PERCENT
CK,2015,SE_PRE_PARTN,94.7,PERCENT
CK,2016,SE_PRE_PARTN,99.1,PERCENT
CK,2019,SE_PRE_PARTN,98.4,PERCENT
CK,2020,SE_PRE_PARTN,92.73,PERCENT
CK,2021,SE_PRE_PARTN,78.1,PERCENT
CK,2022,SE_PRE_PARTN,80.2,PERCENT
NR,2016,SE_ACS_ELECT,66.7,PERCENT
TV,2019,SE_ACS_H2O,26.3,PERCENT
TV,2020,SE_ACS_H2O,100.0,PERCENT
TV,2021,SE_ACS_H2O,80.0,PERCENT
TV,2022,SE_ACS_H2O,80.0,PERCENT
FM,2018,SE_GC_TCAQ,35.67,PERCENT
FM,2019,SE_GC_TCAQ,32.71,PERCENT
FM,2020,SE_GC_TCAQ,30.54,PERCENT
FM,2021,SE_GC_TCAQ,31.7,PERCENT
NR,2018,SE_TOT_PRFL,74.0,PERCENT
FJ,2019,SE_PRE_PARTN,100.0,PERCENT
FJ,2020,SE_PRE_PARTN,86.03,PERCENT
FJ,2021,SE_PRE_PARTN,87.11,PERCENT
FJ,2022,SE_PRE_PARTN,81.43,PERCENT
SB,2016,SE_ACS_ELECT,83.0,PERCENT
SB,2017,SE_ACS_ELECT,74.2,PERCENT
SB,2018,SE_ACS_ELECT,74.2,PERCENT
TK,2016,SE_GC_TCAQ,100.0,PERCENT
NU,2016,SE_GC_TCAQ,80.0,PERCENT
TV,2015,SE_PRE_PARTN,96.7,PERCENT
TV,2016,SE_PRE_PARTN,90.3,PERCENT
TV,2018,SE_PRE_PARTN,85.4,PERCENT
TV,2019,SE_PRE_PARTN,74.0,PERCENT
MH,2021,SE_GC_TCAQ,50.13,PERCENT
MH,2022,SE_GC_TCAQ,51.01,PERCENT
VU,2015,SE_TOT_PRFL,62.0,PERCENT
VU,2018,SE_TOT_PRFL,73.0,PERCENT
NR,2014,SE_TOT_PRFL,28.1,PERCENT
KI,2018,SE_TOT_GPI,113.0,INDEX
TV,2021,SE_ACS_DISAB,75.0,PERCENT
TV,2022,SE_ACS_DISAB,75.0,PERCENT
CK,2014,SE_GPI_PTNPRE,105.0,INDEX
CK,2015,SE_GPI_PTNPRE,112.0,INDEX
CK,2017,SE_GPI_PTNPRE,104.0,INDEX
CK,2018,SE_GPI_PTNPRE,104.0,INDEX
CK,2020,SE_GPI_PTNPRE,116.0,INDEX
TK,2019,SE_GC_TCAQ,12.5,PERCENT
TK,2020,SE_GC_TCAQ,75.0,PERCENT
TK,2021,SE_GC_TCAQ,12.5,PERCENT
MH,2020,SE_GPI_TCAQ,113.0,INDEX
TO,2015,SE_TOT_PRFL,84.0,PERCENT
TO,2018,SE_TOT_PRFL,86.0,PERCENT
TO,2020,SE_ACC_HNDWSH,94.55,PERCENT
TO,2021,SE_ACC_HNDWSH,82.6,PERCENT
TO,2022,SE_ACC_HNDWSH,80.7,PERCENT
MH,2021,SE_GC_TCAQ,53.01,PERCENT
MH,2022,SE_GC_TCAQ,54.6,PERCENT
NR,2013,SE_GPI_PTNPRE,76.0,INDEX
NR,2014,SE_GPI_PTNPRE,134.0,INDEX
NR,2016,SE_GPI_PTNPRE,125.0,INDEX
NR,2017,SE_GPI_PTNPRE,98.0,INDEX
NR,2018,SE_GPI_PTNPRE,98.0,INDEX
NR,2020,SE_GPI_PTNPRE,109.0,INDEX
NR,2023,SE_GPI_PTNPRE,114.0,INDEX
TO,2020,SE_ACS_DISAB,11.54,PERCENT
TO,2022,SE_ACS_DISAB,11.7,PERCENT
WS,2018,SPC_4_6_1,98.96,PERCENT
CK,2011,SE_GC_TCAQ,68.8,PERCENT
CK,2012,SE_GC_TCAQ,82.1,PERCENT
CK,2013,SE_GC_TCAQ,75.8,PERCENT
CK,2014,SE_GC_TCAQ,69.7,PERCENT
CK,2016,SE_GC_TCAQ,78.1,PERCENT
NU,2016,SE_GC_TCAQ,100.0,PERCENT
NR,2022,SE_GC_TCAQ,100.0,PERCENT
PG,2015,SE_TOT_PRFL,23.0,PERCENT
PG,2018,SE_TOT_PRFL,52.0,PERCENT
PG,2021,SE_TOT_PRFL,66.0,PERCENT
NR,2016,SE_ACS_CMPTR,100.0,PERCENT
KI,2012,SE_TOT_PRFL,43.0,PERCENT
KI,2015,SE_TOT_PRFL,72.0,PERCENT
KI,2018,SE_TOT_PRFL,84.0,PERCENT
KI,2021,SE_TOT_PRFL,71.0,PERCENT
VU,2015,SE_GC_TCAQ,69.4,INDEX
FM,2015,SE_TOT_PRFL,80.0,PERCENT
FM,2018,SE_TOT_PRFL,87.0,PERCENT
MH,2016,SE_ACS_SANIT,26.6,PERCENT
NR,2014,SE_TOT_PRFL,31.3,PERCENT
MH,2019,SE_ACS_ELECT,74.5,PERCENT
MH,2020,SE_ACS_ELECT,74.47,PERCENT
MH,2021,SE_ACS_ELECT,73.9,PERCENT
MH,2022,SE_ACS_ELECT,87.0,PERCENT
NU,2016,SE_ACS_CMPTR,100.0,PERCENT
NU,2015,SE_TOT_PRFL,44.0,PERCENT
NU,2018,SE_TOT_PRFL,44.0,PERCENT
NR,2018,SE_TOT_GPI,149.0,INDEX
TV,2016,SE_TOT_PRFL,11.0,PERCENT
WS,2017,SE_ACS_CMPTR,100.0,PERCENT
WS,2018,SE_ACS_CMPTR,100.0,PERCENT
WS,2019,SE_ACS_CMPTR,100.0,PERCENT
KI,2014,SE_GC_TCAQ,79.1,INDEX
VU,2018,SE_GC_TCAQ,71.49,PERCENT
VU,2019,SE_GC_TCAQ,43.58,PERCENT
TV,2016,SE_GC_TCAQ,85.7,PERCENT
TV,2018,SE_GC_TCAQ,52.94,PERCENT
TV,2019,SE_GC_TCAQ,68.18,PERCENT
TV,2021,SE_GC_TCAQ,54.17,PERCENT
TV,2022,SE_GC_TCAQ,33.33,PERCENT
WS,2020,SE_ACS_H2O,99.42,PERCENT
WS,2021,SE_ACS_H2O,100.0,PERCENT
WS,2022,SE_ACS_H2O,100.0,PERCENT
CK,2017,SE_TOT_GPI,94.0,INDEX
MH,2019,SE_GC_TCAQ,48.43,PERCENT
MH,2020,SE_GC_TCAQ,46.92,PERCENT
MH,2022,SE_GC_TCAQ,68.37,PERCENT
MH,2019,SE_ACS_ELECT,100.0,PERCENT
TO,2014,SE_GC_TCAQ,100.0,INDEX
CK,2016,SE_ACS_CMPTR,100.0,PERCENT
FJ,2021,SE_ACS_H2O,88.1,PERCENT
FJ,2022,SE_ACS_H2O,100.0,PERCENT
SB,2012,SE_GPI_TCAQ,84.0,INDEX
SB,2013,SE_GPI_TCAQ,120.0,INDEX
SB,2014,SE_GPI_TCAQ,103.0,INDEX
FM,2016,SE_GC_TCAQ,99.3,PERCENT
NU,2019,SE_ACS_INTNT,100.0,PERCENT
TO,2022,SE_GC_TCAQ,62.38,PERCENT
FJ,2018,SPC_4_6_1,99.08,PERCENT
VU,2019,SE_PRE_PARTN,94.62,PERCENT
VU,2020,SE_PRE_PARTN,96.18,PERCENT
VU,2021,SE_PRE_PARTN,86.06,PERCENT
VU,2022,SE_PRE_PARTN,80.37,PERCENT
MH,2018,SE_TOT_GPI,114.0,INDEX
NU,2015,SE_TOT_PRFL,80.0,PERCENT
NR,2007,SE_GC_TCAQ,0.0,INDEX
SB,2013,SE_PRE_PARTN,60.6,PERCENT
SB,2014,SE_PRE_PARTN,63.8,PERCENT
SB,2015,SE_PRE_PARTN,63.8,PERCENT
SB,2018,SE_PRE_PARTN,60.1,PERCENT
SB,2019,SE_PRE_PARTN,67.02,PERCENT
PG,2018,SE_TOT_PRFL,38.0,PERCENT
VU,2015,SE_TOT_PRFL,50.0,PERCENT
VU,2018,SE_TOT_PRFL,59.0,PERCENT
KI,2018,SE_TOT_PRFL,18.9,PERCENT
SB,2016,SE_ACS_H2O,14.5,PERCENT
SB,2018,SE_ACS_H2O,10.5,PERCENT
PW,2020,SE_ACS_DISAB,84.21,PERCENT
PW,2021,SE_ACS_DISAB,100.0,PERCENT
PF,2014,SE_TOT_GPI,109.3,INDEX
TK,2016,SE_GC_TCAQ,75.0,PERCENT
TK,2019,SE_ACS_CMPTR,100.0,PERCENT
TK,2020,SE_ACS_CMPTR,100.0,PERCENT
